Overall Place,Gender Place,Division Place,Name,Half,Finish Net,Finish Gun
37,1,37,"Obiri, Hellen",01:12:33,02:22:37,02:22:37
39,2,39,"Lokedi, Sharon",01:12:34,02:22:45,02:22:45
40,3,40,"Kiplagat, Edna",01:12:35,02:23:21,02:23:21
42,4,42,"Diriba, Buze",01:12:34,02:24:04,02:24:04
44,5,44,"Teferi, Senbere",01:12:34,02:24:04,02:24:04
46,6,46,"Ngugi, Mary",01:12:33,02:24:24,02:24:24
50,7,50,"Edesa, Workenesh",01:12:34,02:24:47,02:24:47
51,8,51,"Gardadi, Fatima",01:12:34,02:24:53,02:24:53
52,9,52,"Mesfin, Tiruye",01:12:34,02:24:58,02:24:58
55,10,55,"Dida, Dera",01:12:34,02:25:16,02:25:16
67,11,67,"Yirga, Siranesh",01:12:34,02:26:31,02:26:31
73,12,73,"Bates, Emma",01:12:33,02:27:14,02:27:14
75,13,75,"Chepkirui, Vibian",01:12:34,02:27:23,02:27:23
81,14,81,"Kiprop, Helah",01:12:34,02:27:36,02:27:36
90,15,90,"Hall, Sara",01:12:33,02:27:58,02:27:58
95,16,95,"Linden, Desiree",01:12:41,02:28:27,02:28:27
134,17,134,"Belete, Meseret",01:12:34,02:31:03,02:31:03
150,18,150,"Simpson, Jenny",01:13:39,02:31:39,02:31:39
166,19,166,"Orjuela, Angie",01:15:08,02:32:14,02:32:14
171,20,171,"Scott, Dominique",01:12:51,02:32:31,02:32:31
324,21,324,"Valdepenas Cerna, Argentina",01:17:47,02:37:57,02:37:57
345,22,345,"Kellner, Katie",01:18:52,02:38:19,02:38:19
346,23,346,"Krezonoski, Michelle",01:18:52,02:38:23,02:38:23
464,24,464,"Hyland, Rachel",01:19:13,02:40:24,02:40:24
470,25,470,"Lopez, Sara",01:17:59,02:40:28,02:40:28
486,26,486,"Krezonoski, Kim",01:18:52,02:40:50,02:40:50
627,27,627,"Corrigan, Abigail",01:18:58,02:42:54,02:42:54
634,28,634,"Bäcklund, Johanna",01:18:55,02:43:01,02:43:01
647,29,647,"Risteen, Emilee",01:18:47,02:43:12,02:43:12
763,30,763,"Lemon, Maura",01:21:02,02:44:39,02:44:39
769,31,769,"Dennes, Jill",01:20:20,02:44:42,02:47:02
779,32,779,"Reed, Melissa",01:22:28,02:44:50,02:47:23
781,33,781,"Spencer, Emma",01:21:09,02:44:50,02:44:50
791,34,791,"Ames, Lauren",01:20:09,02:45:01,02:45:01
799,35,799,"Hirokawa, Fuka",01:21:58,02:45:13,02:45:30
806,36,806,"Williams, Caroline",01:18:52,02:45:17,02:45:17
808,37,808,"Hendrickson, Jackie",01:22:59,02:45:19,02:47:37
841,38,841,"Raftis, Kylee",01:21:22,02:45:51,02:46:46
864,39,864,"Gaden, Shannon",01:24:19,02:46:09,02:48:28
894,40,894,"Harmon, Kassi",01:21:13,02:46:32,02:46:32
929,41,929,"Short, Sarah",01:20:27,02:46:49,02:46:49
937,42,937,"Cain, Christa",01:21:06,02:46:53,02:48:36
989,43,989,"Chiappone, Shannon",01:21:58,02:47:24,02:48:10
1054,44,1054,"Colwell, Molly",01:22:53,02:48:10,02:50:15
1121,45,1121,"Zaborowska, Ewa",01:23:21,02:48:44,02:49:44
1133,46,1133,"Maida, Arianna",01:24:16,02:48:50,02:50:27
1134,47,1134,"Haegler, Marya",01:24:53,02:48:51,02:55:09
1146,48,1146,"Torres Landa Aizpuru, Alexia",01:22:58,02:48:54,02:52:00
1220,49,1220,"Luchezi, Mariana",01:24:09,02:49:33,02:50:23
1222,50,1222,"Kiernan, Reilly",01:25:28,02:49:33,02:55:02
1285,51,1285,"Salamone, Marguerite",01:22:07,02:50:04,02:50:38
1301,52,1301,"Waineo, Kiersten",01:24:31,02:50:15,02:54:26
1339,53,1339,"Toledo, Bianca",01:25:58,02:50:40,02:53:39
1351,54,1351,"Chaney, Angela",01:24:12,02:50:48,02:52:55
1379,55,1379,"Houghton, Belinda",01:22:59,02:51:05,02:51:48
1394,56,1394,"Schindel, Caitlin",01:23:24,02:51:14,02:53:25
1396,57,1396,"Kehoe, Jacqueline",01:25:09,02:51:14,02:57:11
1404,58,1404,"Rouse, Gina",01:18:33,02:51:16,02:51:16
1412,59,1412,"Corgel, Stefanie",01:25:21,02:51:20,02:53:18
1429,60,1429,"Cullingford, Stefanie",01:22:36,02:51:31,02:54:03
1439,61,1439,"Escobar, Teresa",01:24:50,02:51:34,02:55:14
1444,62,1444,"Martinez, Vicky",01:22:57,02:51:37,02:56:58
1466,63,1466,"Gustafson, Kate",01:25:40,02:51:49,02:54:50
1472,64,1472,"Mammen, Mindy",01:21:21,02:51:55,02:51:55
1552,65,1552,"Del Giudice, Erin",01:25:04,02:52:34,02:54:41
1566,66,1566,"Haehner, Anne Marie",01:23:41,02:52:38,02:55:05
1582,67,1582,"Eriksen, Ingrid",01:24:54,02:52:48,02:56:53
1612,68,1612,"Iacone, Dina",01:24:39,02:53:04,02:55:21
1634,69,1634,"Pietrzyk, Caroline",01:25:13,02:53:14,02:56:28
1642,70,1642,"Mcdermott, Casey",01:23:55,02:53:17,02:53:49
1652,71,1652,"Rodin, Rachel",01:24:51,02:53:20,02:54:42
1665,72,1665,"King, Madeleine",01:22:31,02:53:26,02:54:13
1703,73,1703,"Krummenacher, Claire",01:25:02,02:53:46,02:56:03
1708,74,1708,"Reid, Claire",01:24:39,02:53:48,02:56:01
1757,75,1757,"Aspitz, Danielle",01:24:42,02:54:04,02:56:26
1758,76,1758,"Anderson, Sarah",01:20:42,02:54:04,02:54:23
1771,77,1771,"Hawkins, Courtney",01:23:28,02:54:10,02:55:38
1773,78,1773,"Babish, Lindsay",01:24:09,02:54:12,02:55:00
1779,79,1779,"Kimble, Caroline",01:24:32,02:54:15,02:56:40
1797,80,1797,"Schassberger, Molly",01:25:26,02:54:26,02:55:59
1807,81,1807,"Chavero, Mariana",01:26:15,02:54:28,02:58:26
1842,82,1842,"Skelley, Alaina",01:26:57,02:54:40,03:00:33
1874,83,1874,"Carter, Mattie",01:27:59,02:54:50,03:00:34
1897,84,1897,"Strong, Kayla",01:25:05,02:55:00,02:57:26
1901,85,1901,"Watson, Jessica",01:23:45,02:55:01,02:55:47
1903,86,1903,"Bandt, Carly",01:24:30,02:55:01,02:59:23
1915,87,1915,"Mayer, Katarina",01:26:04,02:55:07,02:58:40
1921,88,1921,"Hirsch, Madison",01:25:08,02:55:09,02:59:00
1935,89,1935,"Ben-Ishai, Elizabeth",01:25:42,02:55:15,02:59:09
1948,90,1948,"Farmer, Samantha",01:23:21,02:55:19,02:56:41
1954,91,1954,"Raymond, Maude",01:26:33,02:55:22,02:58:05
1985,92,1985,"Aluise, Kayla",01:26:21,02:55:35,02:55:57
1995,93,1995,"Sullivan, Madison",01:24:29,02:55:38,02:57:03
2011,94,2011,"Murray, Shannen",01:25:23,02:55:44,03:00:23
2018,95,2018,"Yazlovskaya, Violetta",01:24:13,02:55:47,02:56:01
2029,96,2029,"Chappell, Kelsi",01:26:01,02:55:52,02:57:19
2033,97,2033,"Stasulli, Dominique",01:27:44,02:55:54,02:55:58
2041,98,2041,"Camy, Elizabeth",01:22:47,02:55:58,02:55:58
2044,99,2044,"Schmitt, Rebecca",01:28:27,02:55:59,02:59:02
2054,100,2054,"Young, Lorna",01:26:54,02:56:02,03:01:43
2084,101,2084,"Roper, Kara",01:24:20,02:56:13,02:56:59
2092,102,2092,"Quilliam, Nicole",01:26:54,02:56:17,02:59:53
2093,103,2093,"Winslow, Danielle",01:26:55,02:56:17,03:00:19
2094,104,2094,"Schellhammer, Allison",01:26:29,02:56:17,03:00:34
2095,105,2095,"Kizershot White, Michaela",01:25:02,02:56:17,02:59:58
2104,106,2104,"Dambrosia, Katie",01:26:05,02:56:22,03:00:11
2108,107,2108,"Baeza Fuentes, Sofia Carolina",01:23:55,02:56:22,03:01:17
2111,108,2111,"Morrissey, Katrina",01:23:20,02:56:23,02:56:50
2141,109,2141,"Hoffstadt, Christin",01:27:23,02:56:32,02:57:07
2143,110,2143,"Howe, Emma",01:27:12,02:56:33,02:58:39
2148,111,2148,"Brash, Lucy",01:25:11,02:56:34,02:59:33
2149,112,2149,"Haug, Heather",01:23:41,02:56:34,03:00:07
2157,113,2157,"Veneziano, Lisa",01:28:19,02:56:36,03:01:08
2177,114,2177,"Priebe, Maggie",01:26:20,02:56:43,02:56:59
2183,115,2183,"Dixon, Kimberly",01:28:43,02:56:46,03:02:14
2187,116,2187,"Miller, Caitlyn",01:25:45,02:56:48,03:00:18
2211,117,2211,"Lee, Andrea",01:23:23,02:56:59,02:58:24
2215,118,2215,"Moran, Emily",01:27:13,02:57:01,02:57:44
2219,119,2219,"Mendoza, Connie",01:24:11,02:57:02,03:03:21
2231,120,2231,"Robison, Kristen",01:26:47,02:57:05,03:01:50
2243,121,2243,"Arquette, Meghan",01:27:46,02:57:08,03:01:26
2244,122,2244,"Hawkins, Julia",01:27:14,02:57:09,03:00:32
2250,123,2250,"Chediak, Grace",01:27:09,02:57:12,03:02:09
2258,124,2258,"Solimine, Jaclyn",–,02:57:14,02:58:35
2259,125,2259,"Chang, Trillium",01:26:02,02:57:15,03:00:25
2268,126,2268,"Crain, Amy",01:26:01,02:57:18,03:01:48
2271,127,2271,"Mcginley, Caitlin",01:25:34,02:57:19,02:57:56
2272,128,2272,"Tan, Emilie",01:27:38,02:57:19,03:01:22
2279,129,2279,"Christopher, Maddy",01:27:02,02:57:21,02:57:32
2281,130,2281,"Shwayder, Elianna",01:23:56,02:57:21,03:00:55
2282,131,2282,"Quinlan, Amanda",01:26:38,02:57:21,03:03:00
2297,132,2297,"Boswell, Rachel",01:26:56,02:57:25,02:59:59
2308,133,2308,"Shvygin, Anna",01:28:15,02:57:29,02:57:50
2314,134,2314,"Jaffke, Erin",01:25:06,02:57:31,02:58:52
2323,135,2323,"Roberts, Lisa",01:28:12,02:57:33,03:02:40
2326,136,2326,"Maltais-Bilodeau, Camille",01:25:52,02:57:33,03:04:37
2329,137,2329,"Bugara, Grace",01:30:48,02:57:34,03:04:32
2358,138,2358,"Calderon-Cordero, Ana",01:27:21,02:57:41,03:04:01
2369,139,2369,"Cheff, Ashley",01:27:33,02:57:46,03:02:17
2421,140,2421,"Mcgroarty, Elizabeth",01:27:30,02:58:00,03:02:29
2424,141,2424,"Kiekow, Francieli",01:25:47,02:58:02,03:02:57
2449,142,2449,"Martins, Inês",01:27:36,02:58:08,03:04:52
2456,143,2456,"Cuffe, Aisling",01:26:32,02:58:12,02:59:17
2466,144,2466,"Sharp, Christina",01:24:46,02:58:15,02:58:20
2487,145,2487,"Zioto, Kathryn",01:28:39,02:58:20,02:58:33
2507,146,2507,"Villasenor, Sarah",01:27:15,02:58:25,03:02:47
2508,147,2508,"Bova, Carrie",01:28:24,02:58:25,03:00:35
2512,148,2512,"Orsted, Hailey",01:28:03,02:58:26,02:58:33
2524,149,2524,"Mcnair, Charlotte",01:28:03,02:58:28,03:01:41
2531,150,2531,"Spannaus, Michaela",01:26:58,02:58:31,03:01:23
2577,151,2577,"Neumann, Kenaia",01:29:47,02:58:43,03:04:39
2581,152,2581,"Emond, Sophie",01:26:49,02:58:43,03:02:31
2607,153,2607,"Thewes, Mika",01:28:42,02:58:49,03:03:55
2609,154,2609,"Pasminski, Andrea",01:28:26,02:58:49,02:58:56
2617,155,2617,"Steinman, Anna",01:23:17,02:58:52,02:59:42
2637,156,2637,"Kumer, Emma",01:27:43,02:58:56,03:04:21
2640,157,2640,"Plassche, Grace",01:29:59,02:58:57,03:00:10
2644,158,2644,"Caruso, Isabella",01:25:51,02:59:00,03:00:28
2651,159,2651,"Meyer, Caitie",01:27:56,02:59:02,03:02:17
2652,160,2652,"Davies, Susannah",01:27:14,02:59:02,02:59:04
2656,161,2656,"Leboeuf, Veronique",01:27:26,02:59:03,03:03:19
2666,162,2666,"Dauvergne, Nina",01:26:32,02:59:05,02:59:09
2678,163,2678,"Ullmann, Emily",01:27:54,02:59:08,03:00:53
2686,164,2686,"Abruzzo, Lauren",01:27:39,02:59:11,03:00:39
2693,165,2693,"Power, Breanna",01:29:46,02:59:13,03:00:49
2697,166,2697,"Olave Andrade, Gema",01:28:13,02:59:14,03:05:58
2706,167,2706,"Fitzgerald, Erin",01:24:51,02:59:15,03:00:55
2715,168,2715,"Jacques, Alice",01:27:01,02:59:17,03:05:09
2733,169,2733,"Tang, Lingqiao",01:28:16,02:59:21,03:03:03
2740,170,2740,"Larson, Julia",01:29:07,02:59:23,02:59:54
2749,171,2749,"Tierney, Jacqueline",01:26:27,02:59:24,03:04:17
2753,172,2753,"Van Eeuwijk, Danielle",01:28:22,02:59:26,03:00:04
2754,173,2754,"Kowalk, Charlotte",01:26:15,02:59:26,03:04:20
2756,174,2756,"Wood, Erica",01:29:36,02:59:26,02:59:46
2761,175,2761,"Quiles, Jocelyn",01:31:32,02:59:27,02:59:41
2767,176,2767,"Duellman, Ashley",01:28:13,02:59:28,03:06:42
2776,177,2776,"Sukolsky, Alison",01:27:22,02:59:30,03:00:36
2778,178,2778,"Hyer, Suzanne",01:28:11,02:59:30,03:03:52
2790,179,2790,"Hepp Hovis, Megan",01:29:17,02:59:32,03:05:32
2815,180,2815,"Busman, Meredith",01:27:40,02:59:40,03:02:51
2848,181,2848,"Markel, Paula",01:28:25,02:59:48,03:00:55
2849,182,2849,"Nordquist, Mckenzie",01:28:24,02:59:48,02:59:57
2852,183,2852,"Murray, Meaghan",01:25:09,02:59:49,03:00:29
2854,184,2854,"Jacobs, Ainsley",01:25:16,02:59:49,03:00:36
2867,185,2867,"Elson, Elizabeth",01:31:08,02:59:53,03:01:52
2869,186,2869,"Twomey, Evelyn",01:26:05,02:59:54,03:02:52
2872,187,2872,"Mercier, Briee",01:29:28,02:59:54,03:00:50
2880,188,2880,"Mcandrew, Shannon",01:30:16,02:59:57,03:04:48
2881,189,2881,"Meek, Jo",01:29:40,02:59:58,03:05:08
2897,190,2897,"Randolph, Mary",01:25:47,03:00:02,03:03:37
2902,191,2902,"Mulcahy, Teri",01:28:34,03:00:04,03:08:08
2904,192,2904,"Donovan, Michelle",01:28:05,03:00:06,03:00:14
2929,193,2929,"Cummings, Madeleine",01:29:16,03:00:18,03:02:21
2939,194,2939,"Leclair, Brandy",01:26:32,03:00:23,03:03:33
2953,195,2953,"Johanek, Sarah",01:27:36,03:00:27,03:08:12
2954,196,2954,"Khadka, Sworupa",01:28:42,03:00:27,03:06:34
2959,197,2959,"Moran, Ali",01:28:27,03:00:31,03:08:09
2971,198,2971,"Curcuru, Margaux",01:24:25,03:00:35,03:01:56
2974,199,2974,"Epps, Aimee",01:27:54,03:00:37,03:06:35
2981,200,2981,"Pagone, Grace",01:30:29,03:00:39,03:00:52
2999,201,2999,"Solano Barquero, Alejandra María",01:26:57,03:00:47,03:01:12
3006,202,3006,"Bewsey, Hannah",01:27:42,03:00:48,03:06:20
3009,203,3009,"Peterson, Rebecca",01:25:27,03:00:48,03:01:20
3014,204,3014,"Praznik, Meaghan",01:29:00,03:00:50,03:06:34
3021,205,3021,"Gill, Halle",01:27:36,03:00:55,03:02:34
3032,206,3032,"Johnson, Marian",01:29:25,03:00:58,03:05:25
3039,207,3039,"Bush, Mckenna",01:29:59,03:01:00,03:05:50
3044,208,3044,"Macdonald, Alexandra",01:30:04,03:01:02,03:01:38
3048,209,3048,"Mccabe, Molly",01:29:34,03:01:04,03:01:44
3053,210,3053,"Defranco, Meredith",01:29:38,03:01:07,03:01:27
3057,211,3057,"Scherbenske, Ashley",01:29:23,03:01:08,03:01:19
3063,212,3063,"Coates, Phoebe",01:28:26,03:01:09,03:06:09
3065,213,3065,"Decarpentrie, Sarah",01:29:00,03:01:10,03:05:42
3068,214,3068,"Pena, Valentina",01:30:24,03:01:12,03:03:41
3070,215,3070,"Rundle, Eleni",01:25:40,03:01:13,03:04:37
3083,216,3083,"Niles, Alexandra",01:23:19,03:01:18,03:01:18
3087,217,3087,"Gilliver, Alyse",01:28:19,03:01:20,03:01:42
3088,218,3088,"Cooke, Jacqueline",01:27:35,03:01:20,03:05:39
3104,219,3104,"Morgan, Grace",01:28:26,03:01:30,03:03:48
3107,220,3107,"Randell, Rebecca",01:27:30,03:01:30,03:05:31
3121,221,3121,"Schmitt, Sarah",01:29:55,03:01:35,03:04:26
3145,222,3145,"Wehman, Kelly",01:29:40,03:01:44,03:02:42
3146,223,3146,"Stori, Julia",01:29:48,03:01:44,03:01:47
3149,224,3149,"Lucas, Wylie",01:29:55,03:01:45,03:04:50
3152,225,3152,"Mcquiston, Susan",01:28:54,03:01:45,03:02:28
3154,226,3154,"Wolf, Jillian",01:28:06,03:01:48,03:04:02
3155,227,3155,"Vandenlangenberg, Brook",01:27:36,03:01:48,03:05:57
3157,228,3157,"Addison, Becca",01:23:50,03:01:50,03:05:14
3160,229,3160,"Cherian, Anna",01:29:36,03:01:53,03:02:46
3166,230,3166,"Marlier, Jessica",01:28:03,03:01:55,03:06:48
3169,231,3169,"Klene, Mary",01:29:18,03:01:55,03:07:55
3174,232,3174,"Deady, Amelia",01:31:26,03:01:56,03:02:16
3177,233,3177,"Sowinski, Rachel",01:26:25,03:01:58,03:05:09
3178,234,3178,"Floisand, Mary",01:28:44,03:01:58,03:01:58
3186,235,3186,"Westover, Maeve",01:30:28,03:02:01,03:03:01
3191,236,3191,"Hornyak, Julia",01:27:08,03:02:02,03:06:05
3201,237,3201,"Hansen, Megan",01:30:17,03:02:04,03:02:16
3215,238,3215,"Graham, Annie",01:27:47,03:02:09,03:07:03
3252,239,3252,"Selig Boerner, Jennifer",01:30:00,03:02:25,03:04:25
3260,240,3260,"Busa, Ashley",01:29:10,03:02:27,03:07:28
3262,241,3262,"Goldcamp, Stephanie",01:29:57,03:02:28,03:03:31
3273,242,3273,"Clements, Grace",01:23:36,03:02:31,03:06:09
3274,243,3274,"Reed, Cindy",01:30:03,03:02:31,03:05:07
3275,244,3275,"Dorsky, Lauren",01:28:18,03:02:32,03:05:43
3278,245,3278,"Mc Cready, Helen",01:27:37,03:02:33,03:04:27
3284,246,3284,"Morizaki, Chizu",01:28:23,03:02:37,03:07:20
3291,247,3291,"Kirkpatrick, Grace",01:29:29,03:02:41,03:03:20
3294,248,3294,"De Almeida, Helena",01:30:49,03:02:41,03:07:28
3297,249,3297,"Barrett, Tessa",01:18:52,03:02:42,03:03:30
3321,250,3321,"Rössler, Hannah",01:29:36,03:02:51,03:03:28
3322,251,3322,"Atri, Linda",01:30:45,03:02:51,03:03:23
3325,252,3325,"Veit, Kristen",01:30:16,03:02:51,03:07:42
3327,253,3327,"Lawler, Paige",01:32:26,03:02:52,03:03:47
3345,254,3345,"Mauermann, Abby",01:27:50,03:02:57,03:04:28
3350,255,3350,"Demoulin, Reka",01:29:41,03:02:58,03:05:13
3353,256,3353,"Lamarre, Shannon",01:28:32,03:03:00,03:05:54
3357,257,3357,"Lowry, Cristina",01:29:25,03:03:01,03:09:13
3365,258,3365,"Wendtland, Marissa",01:31:52,03:03:04,03:08:15
3371,259,3371,"Carron, Angela",01:30:26,03:03:05,03:08:15
3373,260,3373,"Duepner, Vicki",01:27:45,03:03:06,03:05:02
3376,261,3376,"He, Lingyi",01:29:06,03:03:07,03:10:10
3386,262,3386,"Holden, Georgia",01:28:33,03:03:11,03:06:10
3388,263,3388,"Ludwig, Andrea",01:31:35,03:03:12,03:04:23
3399,264,3399,"Devito, Gabby",01:27:54,03:03:19,03:08:31
3405,265,3405,"Evans, Sarah",01:29:29,03:03:23,03:07:45
3417,266,3417,"Johnson, Sarah",01:31:30,03:03:27,03:07:30
3421,267,3421,"Siska, Lindsey",01:25:20,03:03:28,03:09:38
3432,268,3432,"Nay, Bethany",01:28:27,03:03:32,03:08:49
3444,269,3444,"Bayer, Andrea",01:29:29,03:03:35,03:05:25
3445,270,3445,"Hacker, Kristina",01:31:38,03:03:36,03:05:40
3450,271,3450,"Hanley, Viviana",01:29:51,03:03:37,03:04:08
3459,272,3459,"Downes, Helen",01:28:46,03:03:39,03:04:39
3462,273,3462,"Frieden, Eva",01:27:47,03:03:40,03:11:21
3465,274,3465,"Zaragoza, Daniela",01:30:04,03:03:42,03:04:46
3495,275,3495,"Bacon, Taylor",01:32:47,03:03:49,03:06:54
3507,276,3507,"Czech, Agata",01:28:08,03:03:56,03:04:06
3510,277,3510,"Donahoe, Julie",01:30:18,03:03:57,03:12:21
3524,278,3524,"Herring, Breanna",01:26:12,03:04:02,03:07:13
3530,279,3530,"Tully, Emily",01:30:11,03:04:04,03:08:43
3531,280,3531,"Tully, Sarah",01:30:11,03:04:04,03:08:43
3532,281,3532,"Long, Sophie",01:30:12,03:04:04,03:08:43
3538,282,3538,"Nielsen, Stephanie",01:28:25,03:04:06,03:08:34
3539,283,3539,"Ward, Marissa",01:25:56,03:04:06,03:07:17
3542,284,3542,"Tenkate, Melissa",01:26:34,03:04:07,03:09:55
3553,285,3553,"Trimble, Georgia",01:31:47,03:04:13,03:04:48
3554,286,3554,"Franco, Clare",01:27:23,03:04:13,03:05:34
3567,287,3567,"Rhodes, Baili",–,03:04:16,03:08:56
3568,288,3568,"Singh, Meera",01:26:22,03:04:16,03:04:20
3569,289,3569,"Bouton, Megan",01:25:14,03:04:17,03:08:04
3570,290,3570,"Shimada, Stephanie",01:29:55,03:04:17,03:05:12
3572,291,3572,"Nalepa, Abbigail",01:29:57,03:04:17,03:05:09
3573,292,3573,"Carton, Seanagh",01:31:44,03:04:17,03:04:55
3577,293,3577,"Barkey, Katelin",01:30:41,03:04:20,03:04:29
3583,294,3583,"King, Lauren",01:30:41,03:04:22,03:10:16
3590,295,3590,"O'brien, Danielle",01:30:55,03:04:24,03:12:25
3593,296,3593,"Filmanowicz, Paige",01:33:38,03:04:25,03:08:26
3610,297,3610,"Loughlin, Colleen",01:31:00,03:04:32,03:05:52
3618,298,3618,"Wei, Qian",01:29:30,03:04:34,03:04:51
3630,299,3630,"Luu, Eva",01:30:10,03:04:39,03:06:12
3634,300,3634,"Levesque, Caroline",01:31:30,03:04:41,03:10:58
3654,301,3654,"Cota, Jordanna",01:29:26,03:04:49,03:13:19
3674,302,3674,"Bolton, Karina",01:31:57,03:04:55,03:13:47
3684,303,3684,"Sanchez Jimenez, Evelia",01:29:13,03:04:58,03:10:23
3685,304,3685,"Martin, Jenifer",01:29:12,03:04:59,03:11:51
3688,305,3688,"Gaeta, Leah",01:30:00,03:05:00,03:10:02
3692,306,3692,"Schlabach, Corrine",01:30:24,03:05:01,03:11:12
3693,307,3693,"Bado, Denisse",01:31:09,03:05:02,03:05:40
3695,308,3695,"Barcelos, Marjorie",01:30:20,03:05:04,03:07:59
3696,309,3696,"Knast, Lindsey",01:28:11,03:05:04,03:12:04
3697,310,3697,"Harris, Mikie",01:29:54,03:05:04,03:05:55
3706,311,3706,"Chantler, Jeslyn",01:28:29,03:05:10,03:09:49
3708,312,3708,"Garcia-Cabrera, Raquel",01:28:45,03:05:10,03:05:19
3709,313,3709,"Kowalczyk, Krista",01:31:43,03:05:10,03:05:55
3713,314,3713,"Lizak, Marisa",01:31:47,03:05:10,03:10:24
3716,315,3716,"Staude, Nichole",01:28:28,03:05:12,03:06:00
3717,316,3717,"Nelson, Parker",01:30:51,03:05:12,03:09:56
3721,317,3721,"Trachtenberg, Molly",01:27:58,03:05:14,03:05:36
3736,318,3736,"Mahoney, Caroline",01:34:08,03:05:18,03:07:30
3744,319,3744,"Schumacher, Kyleigh",01:29:49,03:05:21,03:11:31
3750,320,3750,"Boulier, Kristin",01:32:55,03:05:23,03:05:24
3751,321,3751,"Lesage, Julie",01:30:14,03:05:24,03:07:36
3759,322,3759,"Dunn, Melissa",01:32:07,03:05:26,03:07:34
3770,323,3770,"Glenn, Kathryn",01:29:23,03:05:28,03:12:27
3774,324,3774,"Coli, Giuliana",01:30:15,03:05:28,03:07:24
3780,325,3780,"Vandemore, Emma",01:26:03,03:05:30,03:07:46
3789,326,3789,"Looker, Aleta",01:25:40,03:05:35,03:06:10
3790,327,3790,"Modde, Clarissa",01:28:20,03:05:35,03:08:30
3793,328,3793,"Dorrington, Jessica",01:28:15,03:05:36,03:09:40
3796,329,3796,"Yang, Rochelle",01:31:52,03:05:36,03:06:39
3803,330,3803,"Duclos, Emeline",01:28:27,03:05:38,03:05:47
3809,331,3809,"Gomez Ortega, Monica",01:28:33,03:05:40,03:11:13
3812,332,3812,"Johnston, Haley",01:30:32,03:05:41,03:10:41
3815,333,3815,"Koestinger, Ulrike",01:28:27,03:05:42,03:06:39
3817,334,3817,"Angelo, Thia",01:29:46,03:05:42,03:05:48
3821,335,3821,"Kalesnikava, Viktoryia",01:29:50,03:05:43,03:05:57
3823,336,3823,"Lua, Alexa",01:29:16,03:05:44,03:10:17
3826,337,3826,"Brennan, Meghan",01:32:05,03:05:45,03:11:01
3829,338,3829,"Harris, Haley",01:27:45,03:05:46,03:06:42
3835,339,3835,"Guy, Maria",01:26:32,03:05:48,03:06:25
3836,340,3836,"James, Allison",01:33:37,03:05:48,03:11:33
3838,341,3838,"Barrett, Samantha",01:28:34,03:05:49,03:05:57
3843,342,3843,"Carreon, Chandler",01:26:56,03:05:49,03:09:01
3846,343,3846,"Kruse, Cassie",01:29:47,03:05:50,03:11:34
3847,344,3847,"Hayes, Kathryn",01:29:56,03:05:50,03:07:41
3856,345,3856,"Dickson, Kate",01:31:35,03:05:53,03:07:03
3857,346,3857,"Martinez Villanueva, Astrid",01:30:24,03:05:53,03:07:31
3859,347,3859,"Brownlee, Holly",01:32:07,03:05:54,03:06:35
3860,348,3860,"Tygesen, Kendra",01:33:04,03:05:54,03:08:43
3861,349,3861,"Jorgensen, Samantha",01:35:33,03:05:54,03:11:45
3863,350,3863,"Wynne, Brianna",01:32:26,03:05:55,03:07:22
3872,351,3872,"Desenfants, Morgan",01:28:36,03:05:57,03:07:20
3873,352,3873,"Blum, Merritt",01:24:14,03:05:58,03:06:45
3886,353,3886,"Roth, Lauren",01:29:12,03:06:03,03:06:25
3888,354,3888,"Driscoll, Nicole",01:29:56,03:06:03,03:06:27
3890,355,3890,"Boucher, Savannah",01:32:15,03:06:03,03:10:19
3892,356,3892,"Beever, Margaret",01:28:35,03:06:04,03:08:57
3901,357,3901,"Macedo, Lyvia",01:28:43,03:06:06,03:06:09
3904,358,3904,"Zblewski, Anna",01:27:11,03:06:08,03:06:10
3908,359,3908,"Cole, Claire",01:30:13,03:06:11,03:10:43
3912,360,3912,"Mantilla, Laura",01:33:37,03:06:14,03:11:15
3913,361,3913,"Lee, Bettina",01:32:44,03:06:14,03:08:22
3919,362,3919,"Folco, Mariana",01:30:38,03:06:16,03:11:53
3921,363,3921,"Mullins, Lauren",01:30:14,03:06:17,03:07:03
3928,364,3928,"Wittrock, Morgan",01:33:51,03:06:19,03:08:26
3933,365,3933,"Wilson, Stephanie",01:28:43,03:06:21,03:11:50
3936,366,3936,"Craig, Mary",01:32:01,03:06:22,03:09:01
3940,367,3940,"Procell, Dara",01:30:02,03:06:23,03:07:31
3941,368,3941,"Rogers, Alysia",01:31:47,03:06:23,03:08:46
3943,369,3943,"Astrike-Davis, Emma",01:30:20,03:06:23,03:07:36
3948,370,3948,"Cosio Patiño, Paola Carolina",01:28:28,03:06:24,03:06:39
3951,371,3951,"Jones, Jessica",01:29:36,03:06:25,03:06:32
3966,372,3966,"Suttor, Audrey",01:29:11,03:06:31,03:10:07
3969,373,3969,"White, Sarah",01:28:43,03:06:32,03:12:02
3971,374,3971,"Roth, Jamie",01:27:45,03:06:34,03:10:46
3973,375,3973,"Reinoso, Gabriela",01:31:12,03:06:35,03:06:36
3974,376,3974,"De Sousa, Jade",01:29:15,03:06:36,03:08:18
3976,377,3976,"Gaudrault, Lila",01:28:48,03:06:37,03:08:51
