Overall Place,Gender Place,Division Place,Name,Half,Finish Net,Finish Gun
3979,378,3979,"Alvarado, Carolina",01:31:06,03:06:38,03:14:29
3986,379,3986,"Suarez, Emily",01:30:02,03:06:40,03:09:20
3993,380,3993,"Delaney-Guille, Cristin",01:31:31,03:06:42,03:07:38
3995,381,3995,"Wojtach, Arden",01:28:13,03:06:42,03:14:07
3999,382,3999,"Sullivan, Bridgette",01:27:46,03:06:44,03:11:08
4007,383,4007,"Rush, Pamela",01:30:43,03:06:46,03:08:37
4008,384,4008,"Grant, Azure",01:29:05,03:06:46,03:08:36
4016,385,4016,"Petter, Abby",01:29:29,03:06:49,03:12:39
4021,386,4021,"Arnold, Kaitlyn",01:27:50,03:06:50,03:13:39
4022,387,4022,"Leverone, Natalie",01:29:38,03:06:50,03:13:17
4025,388,4025,"Villeneuve, Andréanne",01:29:59,03:06:51,03:08:20
4026,389,4026,"Fisher, Sydney",–,03:06:51,03:12:08
4032,390,4032,"Wilson, Emma",01:31:07,03:06:53,03:13:18
4037,391,4037,"Daigneault, Michelle",01:29:56,03:06:55,03:10:47
4038,392,4038,"Wilkinson, Chloe",01:29:31,03:06:55,03:10:54
4046,393,4046,"Nolan, Taylor",01:31:26,03:06:58,03:10:34
4060,394,4060,"Bourrellier, Marion",01:32:17,03:07:03,03:11:52
4061,395,4061,"Hahn, Susan",01:32:03,03:07:03,03:07:33
4068,396,4068,"Frank, Madeline",01:33:41,03:07:04,03:08:14
4080,397,4080,"Sibthorpe, Allison",01:32:37,03:07:07,03:07:57
4084,398,4084,"Drew, Lilia",01:33:05,03:07:08,03:09:22
4085,399,4085,"Miller, Allison",01:30:41,03:07:09,03:10:52
4087,400,4087,"Levenfeld, Sydney",01:28:34,03:07:09,03:07:18
4089,401,4089,"Guo, Yingjia",01:29:24,03:07:09,03:12:18
4094,402,4094,"Noshay, Jaclyn",01:33:43,03:07:11,03:08:32
4101,403,4101,"Kryvdyk, Marta",01:33:14,03:07:12,03:08:51
4104,404,4104,"Lowe, Courteney",01:29:08,03:07:13,03:07:43
4105,405,4105,"Rasmussen, Jenna",01:33:29,03:07:13,03:10:35
4109,406,4109,"Perkins, Sarah",01:31:40,03:07:14,03:09:18
4117,407,4117,"Enger, Julia",01:29:32,03:07:18,03:09:47
4123,408,4123,"Power, Catherine",01:28:44,03:07:20,03:07:35
4124,409,4124,"Rowland, Melissa",01:28:31,03:07:20,03:11:06
4126,410,4126,"Hallahan, Katie",01:30:14,03:07:21,03:09:47
4133,411,4133,"Kolarczyk, Katerina",01:30:44,03:07:22,03:07:35
4137,412,4137,"Cullen, Margie",01:33:41,03:07:23,03:11:02
4142,413,4142,"Diaz, Nicole",01:30:34,03:07:24,03:12:09
4143,414,4143,"Golfetto Freitas De Amorim, Karina",01:32:14,03:07:24,03:09:31
4154,415,4154,"Toppen, Allison",01:27:26,03:07:28,03:11:17
4156,416,4156,"Snelson, Rebecca",01:26:31,03:07:29,03:09:51
4160,417,4160,"Reihner, Joanna",01:32:03,03:07:30,03:14:31
4162,418,4162,"Cardoso, Kylie",01:30:18,03:07:31,03:12:21
4166,419,4166,"Parker, Eliza",01:26:50,03:07:32,03:12:20
4168,420,4168,"Patterson, Katrina",01:30:59,03:07:32,03:08:19
4173,421,4173,"Kunz, Madeline",01:29:08,03:07:36,03:12:05
4183,422,4183,"Creak, Kate",01:30:24,03:07:40,03:11:42
4186,423,4186,"Stein, Elizabeth",01:30:05,03:07:42,03:13:23
4192,424,4192,"Bittick, Melissa",01:31:23,03:07:45,03:08:42
4196,425,4196,"Johnson, Rebecca",01:28:14,03:07:46,03:08:21
4197,426,4197,"Ramos Osorio, Miriam",01:29:57,03:07:46,03:07:55
4198,427,4198,"Farley, Clare",01:32:13,03:07:46,03:11:31
4200,428,4200,"Yahia, Hiba",01:29:53,03:07:47,03:09:08
4207,429,4207,"Glatz, Sarah",01:33:01,03:07:49,03:12:08
4209,430,4209,"Richardson, Laurel",01:33:15,03:07:49,03:09:38
4211,431,4211,"Brown, Libby",01:28:05,03:07:50,03:12:43
4219,432,4219,"Head, Kalyn",01:30:58,03:07:53,03:12:20
4220,433,4220,"Barriga Vidales, Maria Del Carmen",01:31:54,03:07:53,03:09:05
4222,434,4222,"Margel, Charlotte",01:34:32,03:07:54,03:16:42
4229,435,4229,"Thom, Hannah",01:31:45,03:07:56,03:15:16
4245,436,4245,"Aikman, Erica",01:32:42,03:08:02,03:12:42
4249,437,4249,"Dunlop, Maggie",01:30:26,03:08:03,03:14:40
4250,438,4250,"Gamble Leith, Nikki",01:31:22,03:08:04,03:11:44
4251,439,4251,"Schwartz, Tiffany",01:29:23,03:08:05,03:08:28
4260,440,4260,"Brown, Nicole",01:32:00,03:08:07,03:08:51
4263,441,4263,"Hajda, Allison",01:28:03,03:08:08,03:12:48
4264,442,4264,"Krishna, Aditi",01:31:50,03:08:08,03:08:12
4270,443,4270,"Sack, Myra",01:33:21,03:08:11,03:17:36
4274,444,4274,"Simon, Dyan",01:32:08,03:08:12,03:08:15
4275,445,4275,"Turpin, Ashley",01:32:01,03:08:13,03:09:25
4282,446,4282,"Papke, Taushah",01:31:21,03:08:15,03:08:58
4296,447,4296,"Songailaite Kovarskiene, Neringa",01:30:47,03:08:19,03:10:10
4300,448,4300,"Rezende, Paula",01:29:59,03:08:20,03:09:50
4305,449,4305,"Hake, Abby",01:29:17,03:08:21,03:14:41
4306,450,4306,"Moore, Meghan",01:33:54,03:08:21,03:10:06
4309,451,4309,"Savey, Caitlyn",01:28:23,03:08:22,03:12:08
4313,452,4313,"Lynch, Francesca",01:32:21,03:08:24,03:11:53
4316,453,4316,"Mcmahon, Elsa",01:31:16,03:08:24,03:08:32
4317,454,4317,"Izzo, Elizabeth",01:30:22,03:08:25,03:10:10
4318,455,4318,"Dopko, Erin",–,03:08:25,03:10:04
4325,456,4325,"Lee, Pui Man Kago",01:34:24,03:08:26,03:09:00
4326,457,4326,"Kink, Kaari",01:31:53,03:08:27,03:10:37
4327,458,4327,"Fanikos, Kaitlin",01:32:01,03:08:27,03:10:32
4330,459,4330,"Parker, Bailee",01:24:21,03:08:28,03:10:46
4333,460,4333,"Gray, Kristen",01:26:43,03:08:29,03:14:28
4337,461,4337,"Pukalovicova, Petra",01:30:08,03:08:30,03:14:30
4342,462,4342,"Mello Suzuki, Valeria",01:30:55,03:08:31,03:09:18
4361,463,4361,"Baker, Heather",01:31:43,03:08:37,03:13:18
4365,464,4365,"Elias, Elisa",01:32:00,03:08:39,03:12:53
4373,465,4373,"Austin, Annika",01:28:48,03:08:40,03:13:39
4374,466,4374,"Girotto, Sara",01:29:10,03:08:40,03:12:45
4381,467,4381,"Burnett, Darcee",01:30:27,03:08:42,03:17:12
4383,468,4383,"Guerard, Hannah",01:33:24,03:08:42,03:15:49
4385,469,4385,"E Ataide, Paxton",01:33:38,03:08:43,03:10:06
4392,470,4392,"Marin, Maria",01:33:43,03:08:44,03:11:34
4409,471,4409,"Whittington-Evans, Lilian",01:30:27,03:08:49,03:15:34
4411,472,4411,"Arakelian, Anoush",01:29:24,03:08:49,03:16:42
4413,473,4413,"Arnott-Hill, Elizabeth",01:33:02,03:08:49,03:09:46
4414,474,4414,"Riccio, Patricia",01:33:41,03:08:50,03:13:31
4417,475,4417,"Rosenau, Nora",–,03:08:51,03:16:58
4420,476,4420,"Rochon, Riley",01:27:03,03:08:52,03:12:32
4424,477,4424,"Cassidy, Tessa",01:33:05,03:08:56,03:12:25
4425,478,4425,"Burant, Natalie",01:31:32,03:08:56,03:09:28
4427,479,4427,"Pearlman Morales, Aria",01:33:11,03:08:56,03:10:58
4429,480,4429,"Leal, Nicole",01:30:16,03:08:57,03:12:54
4430,481,4430,"Overby, Madison",01:31:58,03:08:58,03:09:42
4434,482,4434,"Thompson, Emma",01:29:55,03:09:01,03:12:24
4436,483,4436,"Steinmann, Alysia",01:35:02,03:09:02,03:15:42
4442,484,4442,"Arroyo Yamin, María Regina",01:29:58,03:09:03,03:15:45
4443,485,4443,"Fu, Danni",01:33:56,03:09:03,03:10:39
4447,486,4447,"Cruz, Alexa",01:30:46,03:09:05,03:10:18
4448,487,4448,"Walker, Lauren",01:29:07,03:09:05,03:14:37
4452,488,4452,"Brookshire, Rachel",01:33:10,03:09:05,03:11:49
4455,489,4455,"Rogers, Zoey",01:31:01,03:09:06,03:12:24
4456,490,4456,"Borden, Cheryl",01:31:53,03:09:06,03:09:51
4478,491,4478,"Dubois, Kristine",01:33:06,03:09:13,03:11:49
4480,492,4480,"Mccracken, Katelyn",01:32:19,03:09:14,03:09:32
4481,493,4481,"Berg-Haryasz, Marlee",01:32:29,03:09:14,03:17:23
4483,494,4483,"Young, Tori",01:35:12,03:09:14,03:16:50
4486,495,4486,"Giammichele, Missy",01:31:47,03:09:15,03:10:52
4489,496,4489,"Dennehy, Keli",01:22:28,03:09:15,03:11:07
4491,497,4491,"Ethridge, Melissa",01:31:15,03:09:16,03:11:13
4495,498,4495,"Costa, Ana Carolina",01:31:40,03:09:17,03:10:37
4496,499,4496,"Sauter, Casey",01:27:39,03:09:17,03:10:08
4503,500,4503,"Wu, Die",01:32:25,03:09:19,03:11:35
4526,501,4526,"Mcgrory, Christine",01:32:37,03:09:26,03:09:59
4530,502,4530,"Wong, Mei Ying",01:31:16,03:09:27,03:10:27
4533,503,4533,"Caraway, Ruth",01:33:35,03:09:28,03:14:41
4542,504,4542,"Smith, Brittni",01:34:32,03:09:30,03:11:26
4543,505,4543,"Ludington, Johannah",01:35:21,03:09:32,03:16:15
4557,506,4557,"Gregory, Kristen",01:30:55,03:09:37,03:09:41
4563,507,4563,"Klein, Iris",01:31:16,03:09:38,03:14:35
4564,508,4564,"Holmes, Celia",01:34:57,03:09:38,03:15:11
4570,509,4570,"Beavis, Harriet",01:33:32,03:09:41,03:13:52
4571,510,4571,"Rosetti, Jessica",01:34:32,03:09:42,03:09:53
4580,511,4580,"Cusi, Eloisa",01:28:06,03:09:43,03:14:51
4583,512,4583,"Mitchell, Erica",01:33:32,03:09:44,03:13:48
4599,513,4599,"Barrett-Tzannes, Maya",01:29:25,03:09:48,03:14:46
4600,514,4600,"Merkel, Samantha",01:31:02,03:09:48,03:10:23
4603,515,4603,"Dao, Han",01:28:36,03:09:49,03:10:30
4609,516,4609,"Dong, Feifei",01:32:30,03:09:51,03:11:04
4611,517,4611,"Macdonald, Emma",01:28:30,03:09:52,03:14:26
4612,518,4612,"Wodarski, Miranda",01:31:35,03:09:52,03:11:02
4616,519,4616,"Bell, Rebecca",01:31:52,03:09:54,03:10:01
4619,520,4619,"Breedon, Tracey",01:32:03,03:09:55,03:13:31
4623,521,4623,"Boone, Whitney",01:33:57,03:09:56,03:13:51
4624,522,4624,"Rutherfoord, Paula",01:32:10,03:09:56,03:14:13
4625,523,4625,"Brinkruff, Claudia",01:28:44,03:09:57,03:15:36
4628,524,4628,"James, Sadie",01:24:21,03:09:57,03:11:48
4630,525,4630,"Larson, Christine",01:32:24,03:09:58,03:12:16
4632,526,4632,"Filler, Georgia",01:31:13,03:09:59,03:15:05
4649,527,4649,"Chan, Dominique",01:29:44,03:10:04,03:14:07
4661,528,4661,"Volkova, Ganna",01:33:53,03:10:10,03:14:05
4664,529,4664,"Lorkovic, Madeline",01:31:45,03:10:11,03:18:19
4667,530,4667,"Opalacz, Arissa",01:33:22,03:10:12,03:11:57
4675,531,4675,"O'Toole, Annalise",01:33:18,03:10:16,03:10:28
4677,532,4677,"O'brien, Catherine",01:35:12,03:10:16,03:15:13
4680,533,4680,"Guy, Kate",01:30:17,03:10:19,03:18:44
4681,534,4681,"Tremblay, Maureen",01:33:48,03:10:19,03:16:50
4684,535,4684,"De Arruda Falcao Vasconcellos, Maria Eduarda",01:30:51,03:10:20,03:11:50
4686,536,4686,"Zablan, Shea",01:24:56,03:10:20,03:13:28
4693,537,4693,"Lopez, Thais",01:31:34,03:10:22,03:10:57
4705,538,4705,"Shimansky, Stefanie",01:34:14,03:10:25,03:12:08
4706,539,4706,"Bialke, Caroline",01:28:25,03:10:25,03:15:27
4709,540,4709,"Crisafulli, Julianne",01:34:17,03:10:26,03:12:38
4710,541,4710,"Roberts, Véronique",01:34:08,03:10:26,03:10:41
4711,542,4711,"Beach, Kate",01:31:35,03:10:26,03:11:13
4722,543,4722,"Valerio, Tatiana",01:31:37,03:10:29,03:10:34
4725,544,4725,"Barana, Victoria",01:32:21,03:10:30,03:14:07
4726,545,4726,"Carbiener, Katie",01:31:29,03:10:30,03:12:24
4729,546,4729,"Seabright, Robyn",01:31:24,03:10:32,03:13:16
4733,547,4733,"Imperiale, Lydia",01:30:52,03:10:33,03:11:02
4734,548,4734,"Jamil, Amanda",01:32:15,03:10:33,03:11:26
4736,549,4736,"Fischer, Anna",01:28:17,03:10:33,03:16:52
4741,550,4741,"Campbell, Leigh",01:33:20,03:10:34,03:18:14
4742,551,4742,"Goin, Kim",01:30:16,03:10:35,03:11:44
4746,552,4746,"Valdivia Enríquez, Stephanie",01:30:00,03:10:36,03:10:38
4749,553,4749,"Sullivan, Kylie",01:33:23,03:10:38,03:17:59
4751,554,4751,"Goss, Parker",01:31:58,03:10:39,03:17:46
4752,555,4752,"Zvejnieks, Kristen",01:33:28,03:10:39,03:10:45
4763,556,4763,"Tantillo, Delaney",01:29:58,03:10:42,03:13:27
4765,557,4765,"Snyder, Jessica",01:33:29,03:10:43,03:15:35
4769,558,4769,"Gilbert, Ashley",01:35:36,03:10:44,03:15:47
4773,559,4773,"Matthews, Charlene",01:33:37,03:10:46,03:15:15
4774,560,4774,"Sansonetti, Danielle",01:30:33,03:10:46,03:11:21
4779,561,4779,"Truscott, Greta",01:29:13,03:10:47,03:10:51
4781,562,4781,"Oconnor, Catherine",01:31:07,03:10:48,03:16:34
4785,563,4785,"Moore, Nicole",01:33:07,03:10:50,03:12:41
4786,564,4786,"Heidenburg, Madison",01:34:25,03:10:50,03:13:28
4789,565,4789,"Tobon, Leidy",01:28:14,03:10:51,03:16:54
4796,566,4796,"Gellings, Katie",01:31:07,03:10:52,03:10:58
4798,567,4798,"Gray, Brenna",01:33:21,03:10:52,03:12:52
4806,568,4806,"Porter, Jamie",01:35:27,03:10:55,03:16:49
4808,569,4808,"Heginbotham, Katsue",01:32:40,03:10:56,03:12:18
4812,570,4812,"Johnson, Grace",01:37:00,03:10:58,03:15:58
4817,571,4817,"Cifuentes, Monica",01:33:14,03:11:00,03:13:16
4822,572,4822,"Simon, Andrea",01:31:52,03:11:02,03:15:42
4823,573,4823,"Bolos, Kaydi",01:31:43,03:11:02,03:13:29
4827,574,4827,"Tenberg, Amelia",01:34:57,03:11:03,03:14:31
4832,575,4832,"Fischer, Amanda",01:35:02,03:11:05,03:14:31
4837,576,4837,"Marquardt, Doris",01:30:08,03:11:06,03:14:46
4844,577,4844,"Valencia, Dolores",01:32:17,03:11:06,03:12:21
4845,578,4845,"Boerger, Emily",01:32:25,03:11:07,03:14:32
4846,579,4846,"Conlon, Carolyn",01:31:33,03:11:07,03:12:49
4847,580,4847,"Banks, Angie",01:33:19,03:11:08,03:17:14
4850,581,4850,"Somers, Katherine",01:33:18,03:11:08,03:11:11
4851,582,4851,"Pulido, Sandra",01:31:24,03:11:09,03:14:59
4853,583,4853,"Howley, Caroline",01:32:59,03:11:09,03:11:16
4860,584,4860,"Muñoz Santana, Sindy",01:31:38,03:11:11,03:14:12
4861,585,4861,"Eades, Erica",01:32:51,03:11:11,03:11:55
4865,586,4865,"Curran, Kelsey",01:28:36,03:11:12,03:15:48
4868,587,4868,"Johnson, Vivian",01:35:35,03:11:14,03:15:00
4869,588,4869,"Wölfl, Dorothea",01:34:56,03:11:14,03:17:24
4877,589,4877,"Weglarz, Jamie",01:30:52,03:11:15,03:16:17
4892,590,4892,"Bennett, Kimberly",01:34:57,03:11:21,03:16:42
4895,591,4895,"Naidu, Rebecca",01:34:57,03:11:22,03:16:42
4901,592,4901,"Warner, Chiara",01:34:59,03:11:23,03:18:13
4904,593,4904,"Ravaglia, Isabella",01:34:11,03:11:24,03:18:39
4910,594,4910,"Hodge, Danielle",01:32:03,03:11:25,03:11:41
4911,595,4911,"Stoll, Shelby",01:32:11,03:11:25,03:17:47
4912,596,4912,"Pepin, Marie-Eve",01:37:03,03:11:26,03:13:07
4916,597,4916,"Lucena, Mariana",–,03:11:26,03:11:48
4917,598,4917,"Canfield, Kristin",01:33:21,03:11:26,03:12:10
4918,599,4918,"Marroquin, Andrea",01:33:33,03:11:27,03:12:47
4920,600,4920,"Dear, Johanna",01:34:16,03:11:27,03:17:16
4927,601,4927,"Forman, Hope",01:30:21,03:11:29,03:12:11
4931,602,4931,"Stralen, Melanie",01:31:17,03:11:31,03:11:44
4933,603,4933,"Desjardin, Niki",01:35:01,03:11:31,03:16:47
4934,604,4934,"Shangraw, Erica",01:29:55,03:11:32,03:13:15
4936,605,4936,"Newton, Emma",01:28:37,03:11:32,03:15:58
4939,606,4939,"Utiger, Raili",01:32:31,03:11:33,03:17:42
4942,607,4942,"Oyola, Wilanie",01:31:54,03:11:34,03:16:05
4945,608,4945,"Umberger, Leah",01:31:46,03:11:35,03:13:36
4958,609,4958,"Brittany-Pollock, Shannon",01:36:04,03:11:41,03:15:11
4960,610,4960,"Moody, Caroline",01:31:08,03:11:41,03:14:57
4965,611,4965,"Schulz, Heather",01:31:42,03:11:43,03:16:36
4966,612,4966,"Ybarra, Bridget",01:33:25,03:11:43,03:13:22
4978,613,4978,"Tovar Olivo, Rosa",01:30:08,03:11:48,03:13:38
4983,614,4983,"Kirklewski, Sally",01:34:13,03:11:49,03:15:52
4984,615,4984,"Wolken, Brianna",01:28:37,03:11:49,03:19:56
4985,616,4985,"Curiel Cosio, Maria Fernanda",01:32:07,03:11:50,03:12:05
4987,617,4987,"Woyth, Marilee",01:34:49,03:11:50,03:13:15
4988,618,4988,"Schucht, Charlotte",01:33:10,03:11:50,03:15:17
4989,619,4989,"Essabhoy, Shaheen",01:30:16,03:11:50,03:12:07
4993,620,4993,"Tung, Joanna",01:31:15,03:11:52,03:12:15
4996,621,4996,"Ranger, Veronique",01:27:25,03:11:53,03:16:41
4998,622,4998,"Lynch, Mary",01:33:31,03:11:53,03:17:36
5002,623,5002,"Ferguson, Hazel",01:31:18,03:11:54,03:13:34
5005,624,5005,"Yee Valenzuela, Norma",01:30:56,03:11:55,03:12:56
5010,625,5010,"Abe, Kathryn",01:33:02,03:11:57,03:14:41
5012,626,5012,"Narayan, Anjali",01:32:06,03:11:57,03:21:08
5016,627,5016,"Mancuso, Abigail",01:33:56,03:11:59,03:16:28
5018,628,5018,"Vinstedt, Gloria",01:32:52,03:11:59,03:13:29
5020,629,5020,"Cousineau, Shayna",01:30:42,03:12:00,03:19:23
5022,630,5022,"Leblanc, Nicole",01:33:48,03:12:00,03:16:34
5028,631,5028,"Morozov, Stacy",01:27:46,03:12:02,03:12:57
5035,632,5035,"Rabin, Julia",01:33:46,03:12:02,03:17:30
5039,633,5039,"Avens, Isabel",01:32:33,03:12:04,03:16:06
5041,634,5041,"Nickel, Nora",01:34:04,03:12:04,03:13:38
5048,635,5048,"Sortisio, Nicolette",01:31:37,03:12:06,03:14:04
5049,636,5049,"Chao, Cai",01:35:30,03:12:07,03:12:30
5050,637,5050,"Mueller, Katelyn",01:32:05,03:12:07,03:12:30
5051,638,5051,"Restrepo, Adriana",01:30:14,03:12:07,03:14:31
5052,639,5052,"Mcnerney, Sedona",01:28:31,03:12:08,03:15:54
5053,640,5053,"Spencer, Michelle",01:32:39,03:12:08,03:13:51
5054,641,5054,"Mbida, April",01:34:34,03:12:08,03:13:13
5057,642,5057,"Davis, Carly",01:30:59,03:12:09,03:12:41
5058,643,5058,"Pfeifer, Maddy",01:28:55,03:12:09,03:18:56
5060,644,5060,"Trevino, Ariana",01:29:41,03:12:10,03:16:13
5063,645,5063,"Wise, Louiza",01:30:48,03:12:10,03:19:08
5069,646,5069,"Etienne, Sophia",01:32:39,03:12:11,03:17:00
5071,647,5071,"Levine, Sophie",01:40:37,03:12:12,03:12:31
5078,648,5078,"Trépanier, Gabrielle",01:35:52,03:12:14,03:19:57
5080,649,5080,"Allan, Kirsten",01:34:35,03:12:14,03:14:38
5081,650,5081,"Macrae, Rebecca",01:33:30,03:12:14,03:12:32
5085,651,5085,"Robertson, Sarah",01:33:35,03:12:15,03:15:24
5089,652,5089,"Rusk, Sarah",01:33:16,03:12:17,03:12:19
5090,653,5090,"Brandenburger, Jamie",01:32:03,03:12:17,03:18:50
5093,654,5093,"Drache, Susan",01:35:53,03:12:20,03:15:05
5095,655,5095,"Medic, Justine",01:33:52,03:12:20,03:13:47
5099,656,5099,"Depaul, Rosy",01:32:12,03:12:21,03:14:11
5100,657,5100,"Weston, Hayley",01:35:30,03:12:21,03:17:16
5108,658,5108,"Smith, Andrea",01:30:13,03:12:23,03:12:46
5110,659,5110,"Feingold, Jamie",01:29:03,03:12:23,03:13:24
5111,660,5111,"Armstrong, Alison",01:30:44,03:12:23,03:18:26
5120,661,5120,"Singh, Sunita",01:33:02,03:12:25,03:13:43
5121,662,5121,"Davis, Jennifer",01:34:18,03:12:25,03:19:42
5123,663,5123,"Hodges, Megan",01:31:03,03:12:26,03:13:08
5124,664,5124,"Blechman, Miranda",01:35:13,03:12:27,03:14:07
5126,665,5126,"Zhao, Zihan",01:31:42,03:12:27,03:18:46
5128,666,5128,"Erickson, Taylor",01:36:18,03:12:29,03:19:01
5130,667,5130,"Pathman, Mollie",01:30:30,03:12:29,03:14:20
5139,668,5139,"Mex Mex, Rosalba",01:31:26,03:12:32,03:13:47
5143,669,5143,"Burnham, Kelley",01:32:44,03:12:34,03:16:14
5144,670,5144,"Araujo, Nubia",01:31:44,03:12:35,03:16:00
5145,671,5145,"Via, Tiffany",01:33:34,03:12:35,03:19:11
5149,672,5149,"Schindele, Kristina",01:31:02,03:12:36,03:12:48
5151,673,5151,"Azim, Tasfia",01:29:18,03:12:36,03:18:38
5159,674,5159,"Sobering, Cheryl",01:37:22,03:12:39,03:13:22
5162,675,5162,"Jakub, Taryn",01:35:25,03:12:40,03:15:24
5171,676,5171,"Vergie, Amy",01:34:29,03:12:43,03:18:46
5172,677,5172,"Jung, Hyunyoung",01:30:43,03:12:43,03:17:29
5180,678,5180,"Hanley-Kimmerle, Michelle",01:35:09,03:12:45,03:14:43
5186,679,5186,"Rogut, Agnieszka",01:30:52,03:12:46,03:13:05
5188,680,5188,"Crone, Claire",01:34:17,03:12:47,03:16:39
5191,681,5191,"Wheeler, Rebecca",01:30:37,03:12:48,03:20:23
5196,682,5196,"Versey, Bernadette",01:31:07,03:12:49,03:17:41
5197,683,5197,"Hincaite, Kriste",01:34:53,03:12:49,03:14:52
5207,684,5207,"Mcdonald, Madeline",01:33:46,03:12:51,03:16:53
5209,685,5209,"Mascarenhas Assis, Amanda",01:35:09,03:12:51,03:20:21
5212,686,5212,"Groen, Maddi",01:36:14,03:12:52,03:17:37
5214,687,5214,"Buss, Fran",01:36:21,03:12:52,03:15:57
5215,688,5215,"Skrastin, Nicola",01:31:52,03:12:52,03:15:10
5218,689,5218,"Gonzalez, Luisa",01:35:36,03:12:53,03:16:48
5221,690,5221,"Burdulis, Julia",01:32:47,03:12:54,03:14:30
5225,691,5225,"Van Andel, Kristin",01:35:03,03:12:54,03:13:47
5230,692,5230,"Hanley, Jessica",01:33:53,03:12:56,03:15:07
5231,693,5231,"Tayeri, Sarah",01:35:24,03:12:56,03:17:52
5233,694,5233,"Hatton, Erin",01:35:20,03:12:57,03:17:04
5238,695,5238,"Atkins, Sara",01:33:02,03:12:58,03:14:05
5248,696,5248,"Embretson, Aryn",01:30:51,03:13:01,03:17:44
5249,697,5249,"O'Neill, Candice",01:32:56,03:13:02,03:15:21
5256,698,5256,"Marchiori, Isabela",01:36:20,03:13:06,03:19:01
5257,699,5257,"Mcmanus, Lefler",01:35:23,03:13:06,03:19:01
5258,700,5258,"Curry, Julia",01:35:35,03:13:06,03:16:53
5264,701,5264,"Shenstone-Harris, Claire",01:36:27,03:13:08,03:18:26
5265,702,5265,"Delieutraz, Ana",01:36:43,03:13:08,03:20:25
5276,703,5276,"Bocage, Clarissa",01:35:37,03:13:11,03:13:38
5280,704,5280,"Brown, Amy",01:29:49,03:13:12,03:13:43
5283,705,5283,"Cuthill, Laura-Ashley",01:30:15,03:13:14,03:14:23
5284,706,5284,"Silva, Isabel",01:34:36,03:13:14,03:19:41
5288,707,5288,"Panepento, Mary",01:34:43,03:13:15,03:20:44
5289,708,5289,"Schwein, Alexandra",01:38:00,03:13:15,03:13:38
5293,709,5293,"Salem, Amory",01:31:27,03:13:17,03:13:47
5295,710,5295,"Mccarthy, Chelsey",01:35:01,03:13:18,03:18:48
5296,711,5296,"Dietz, Kristan",01:38:04,03:13:18,03:19:34
5300,712,5300,"Schaeffer, Emily",01:31:23,03:13:18,03:19:43
5301,713,5301,"Carrillo, Natasha",01:32:25,03:13:19,03:13:48
5302,714,5302,"Kuehn, Sally",01:31:21,03:13:19,03:18:56
5306,715,5306,"Henstrom, Stephanie",01:33:43,03:13:20,03:14:20
5310,716,5310,"Thiel, Gillian",01:33:37,03:13:21,03:15:56
5318,717,5318,"Prendergast, Kristen",01:32:48,03:13:23,03:14:02
5325,718,5325,"Murphy, Jennifer",01:34:25,03:13:25,03:21:48
5327,719,5327,"Nguyen, Kelsey",01:29:41,03:13:26,03:14:59
5328,720,5328,"Smith, Maya",01:28:59,03:13:26,03:21:11
5332,721,5332,"Almaraz, Georgina",01:34:19,03:13:27,03:16:20
5336,722,5336,"Hall, Alexys",01:32:58,03:13:28,03:16:15
5343,723,5343,"Mcvan, Tess",01:32:17,03:13:29,03:20:19
5351,724,5351,"Bondi, Chiara",01:33:58,03:13:31,03:15:51
5368,725,5368,"Santa Cruz, Heidi",01:30:51,03:13:35,03:14:06
5374,726,5374,"Kary, Lindsay",01:27:55,03:13:37,03:14:26
5376,727,5376,"Fineman, Melanie",01:35:39,03:13:37,03:17:33
5379,728,5379,"Peterson, Jordan",01:27:10,03:13:37,03:17:05
5386,729,5386,"Tracy, Rebecca",01:28:18,03:13:39,03:18:15
5391,730,5391,"Romond, Laena",01:30:59,03:13:40,03:17:16
5392,731,5392,"Deluca, Lauren",01:33:09,03:13:40,03:15:13
5393,732,5393,"Landrum, Kelsey",01:34:30,03:13:41,03:13:43
5394,733,5394,"Mikhael, Nicole",01:33:54,03:13:41,03:13:52
5395,734,5395,"Markel, Hannah",01:32:15,03:13:42,03:15:25
5396,735,5396,"Hourihan, Sacha",01:33:37,03:13:42,03:15:36
5402,736,5402,"Busch, Caitlin",01:31:04,03:13:43,03:14:23
5404,737,5404,"Kelland, Brittany",01:33:32,03:13:43,03:19:42
5407,738,5407,"Blesch, Sarah",01:36:02,03:13:45,03:18:51
5408,739,5408,"Liu, Chunhua",01:31:26,03:13:45,03:18:41
5414,740,5414,"Pearson, Jordan",01:32:35,03:13:46,03:15:21
5416,741,5416,"Escobar, Glenda",01:28:50,03:13:47,03:13:52
5419,742,5419,"Siewert, Morgan",01:34:18,03:13:47,03:16:00
5421,743,5421,"Steely, Meredith",01:35:24,03:13:48,03:20:38
5422,744,5422,"Sanchez Hernandez, Patricia",01:37:21,03:13:48,03:16:22
5423,745,5423,"Ambrozova, Irena",01:32:08,03:13:48,03:15:49
5426,746,5426,"Pizzi, Becca",01:33:58,03:13:50,03:15:50
5433,747,5433,"Deeter, Tracy",01:29:12,03:13:53,03:20:12
5434,748,5434,"Velarde, Alondra",01:32:49,03:13:53,03:18:30
5437,749,5437,"Johnson, Ashley",01:27:36,03:13:54,03:18:34
5439,750,5439,"Guo, Ying",01:35:24,03:13:54,03:16:56
